"Label","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Percent","","2,355","97.1%","2.9%","97.1%","88.2%","7.5%","0.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.2%","2.9%","2.3%","0.0%","0.6%","0.0%","","2,355","91.1%","9.9%","0.1%","0.6%","0.0%","1.2%","","2,355","2.9%","1.5%","0.0%","1.4%","0.0%","97.1%","86.5%","7.5%","0.1%","0.0%","0.0%","0.0%","2.9%","0.0%","2.9%","(X)","","1,932","50.9%","49.1%"
"    Percent Margin of Error","","(X)","±3.0","±3.0","±3.0","±6.3","±4.6","±0.2","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.9","±3.0","±3.0","±1.1","±0.8","±1.1","","(X)","±4.8","±6.1","±0.2","±0.8","±1.1","±1.9","","(X)","±2.9","±2.0","±1.1","±2.1","±1.1","±2.9","±6.6","±4.6","±0.2","±1.1","±1.1","±1.1","±3.0","±1.1","±3.0","(X)","","(X)","±4.2","±4.2"
"Census Tract 4340, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,904","1,857","47","1,857","1,795","32","0","0","0","0","0","10","0","0","0","0","7","0","3","0","0","0","0","0","20","47","19","3","25","0","","1,904","1,842","51","3","35","0","20","","1,904","7","0","0","0","7","1,897","1,788","32","0","10","0","20","47","0","47","832","","1,419","635","784"
"    Margin of Error","","±103","±105","±26","±105","±107","±18","±10","±10","±10","±10","±10","±9","±10","±10","±10","±10","±7","±10","±6","±10","±10","±10","±10","±10","±27","±26","±17","±4","±21","±10","","±103","±104","±29","±4","±25","±10","±27","","±103","±9","±10","±10","±10","±9","±103","±107","±18","±10","±9","±10","±27","±26","±10","±26","±41","","±80","±53","±54"
"    Percent","","1,904","97.5%","2.5%","97.5%","94.3%","1.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.5%","0.0%","0.0%","0.0%","0.0%","0.4%","0.0%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","1.1%","2.5%","1.0%","0.2%","1.3%","0.0%","","1,904","96.7%","2.7%","0.2%","1.8%","0.0%","1.1%","","1,904","0.4%","0.0%","0.0%","0.0%","0.4%","99.6%","93.9%","1.7%","0.0%","0.5%","0.0%","1.1%","2.5%","0.0%","2.5%","(X)","","1,419","44.7%","55.3%"
"    Percent Margin of Error","","(X)","±1.4","±1.4","±1.4","±2.5","±1.0","±1.3","±1.3","±1.3","±1.3","±1.3","±0.5","±1.3","±1.3","±1.3","±1.3","±0.3","±1.3","±0.3","±1.3","±1.3","±1.3","±1.3","±1.3","±1.4","±1.4","±0.9","±0.2","±1.1","±1.3","","(X)","±1.9","±1.5","±0.2","±1.3","±1.3","±1.4","","(X)","±0.5","±1.3","±1.3","±1.3","±0.5","±0.5","±2.6","±1.0","±1.3","±0.5","±1.3","±1.4","±1.4","±1.3","±1.4","(X)","","(X)","±2.5","±2.5"
"Census Tract 4350, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,503","2,401","102","2,401","2,209","121","0","0","0","0","0","47","0","19","0","21","7","0","0","0","0","0","0","0","24","102","98","4","0","0","","2,503","2,311","219","4","47","0","24","","2,503","14","7","0","0","7","2,489","2,195","121","0","47","0","24","102","0","102","1,270","","1,928","998","930"
"    Margin of Error","","±142","±146","±58","±146","±144","±64","±10","±10","±10","±10","±10","±42","±10","±28","±10","±30","±10","±10","±10","±10","±10","±10","±10","±10","±26","±58","±58","±6","±10","±10","","±142","±144","±82","±6","±42","±10","±26","","±142","±15","±10","±10","±10","±10","±141","±142","±64","±10","±42","±10","±26","±58","±10","±58","±30","","±85","±83","±89"
"    Percent","","2,503","95.9%","4.1%","95.9%","88.3%","4.8%","0.0%","0.0%","0.0%","0.0%","0.0%","1.9%","0.0%","0.8%","0.0%","0.8%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.0%","4.1%","3.9%","0.2%","0.0%","0.0%","","2,503","92.3%","8.7%","0.2%","1.9%","0.0%","1.0%","","2,503","0.6%","0.3%","0.0%","0.0%","0.3%","99.4%","87.7%","4.8%","0.0%","1.9%","0.0%","1.0%","4.1%","0.0%","4.1%","(X)","","1,928","51.8%","48.2%"
"    Percent Margin of Error","","(X)","±2.3","±2.3","±2.3","±3.3","±2.5","±1.0","±1.0","±1.0","±1.0","±1.0","±1.7","±1.0","±1.1","±1.0","±1.2","±0.4","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±2.3","±2.3","±0.2","±1.0","±1.0","","(X)","±2.9","±3.2","±0.2","±1.7","±1.0","±1.0","","(X)","±0.6","±0.4","±1.0","±1.0","±0.4","±0.6","±3.3","±2.5","±1.0","±1.7","±1.0","±1.0","±2.3","±1.0","±2.3","(X)","","(X)","±3.9","±3.9"
"Census Tract 4370, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,565","6,418","147","6,418","6,026","215","0","0","0","0","0","177","25","140","0","12","0","0","0","0","0","0","0","0","0","147","37","0","90","20","","6,565","6,153","272","20","267","0","0","","6,565","94","50","44","0","0","6,471","5,950","197","0","177","0","0","147","0","147","2,770","","4,805","2,314","2,491"
"    Margin of Error","","±24","±96","±91","±96","±179","±119","±15","±15","±15","±15","±15","±141","±40","±149","±15","±20","±15","±15","±15","±15","±15","±15","±15","±15","±15","±91","±60","±15","±59","±46","","±24","±161","±143","±46","±153","±15","±15","","±24","±75","±60","±50","±15","±15","±81","±198","±116","±15","±141","±15","±15","±91","±15","±91","±166","","±230","±229","±240"
"    Percent","","6,565","97.8%","2.2%","97.8%","91.8%","3.3%","0.0%","0.0%","0.0%","0.0%","0.0%","2.7%","0.4%","2.1%","0.0%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","2.2%","0.6%","0.0%","1.4%","0.3%","","6,565","93.7%","4.1%","0.3%","4.1%","0.0%","0.0%","","6,565","1.4%","0.8%","0.7%","0.0%","0.0%","98.6%","90.6%","3.0%","0.0%","2.7%","0.0%","0.0%","2.2%","0.0%","2.2%","(X)","","4,805","48.2%","51.8%"
"    Percent Margin of Error","","(X)","±1.4","±1.4","±1.4","±2.7","±1.8","±0.4","±0.4","±0.4","±0.4","±0.4","±2.2","±0.6","±2.3","±0.4","±0.3","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±1.4","±0.9","±0.4","±0.9","±0.7","","(X)","±2.4","±2.2","±0.7","±2.3","±0.4","±0.4","","(X)","±1.1","±0.9","±0.8","±0.4","±0.4","±1.1","±3.0","±1.8","±0.4","±2.2","±0.4","±0.4","±1.4","±0.4","±1.4","(X)","","(X)","±4.3","±4.3"
"Census Tract 4390, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,463","1,434","29","1,434","1,372","24","0","0","0","0","0","26","0","8","0","4","10","0","4","0","0","0","0","0","12","29","9","0","20","0","","1,463","1,401","33","0","46","0","12","","1,463","5","0","0","0","5","1,458","1,372","24","0","26","0","12","24","0","24","590","","1,104","532","572"
"    Margin of Error","","±102","±97","±22","±97","±95","±18","±10","±10","±10","±10","±10","±19","±10","±11","±10","±6","±10","±10","±6","±10","±10","±10","±10","±10","±16","±22","±10","±10","±20","±10","","±102","±100","±26","±10","±29","±10","±16","","±102","±7","±10","±10","±10","±7","±103","±95","±18","±10","±19","±10","±16","±22","±10","±22","±33","","±71","±43","±43"
"    Percent","","1,463","98.0%","2.0%","98.0%","93.8%","1.6%","0.0%","0.0%","0.0%","0.0%","0.0%","1.8%","0.0%","0.5%","0.0%","0.3%","0.7%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.8%","2.0%","0.6%","0.0%","1.4%","0.0%","","1,463","95.8%","2.3%","0.0%","3.1%","0.0%","0.8%","","1,463","0.3%","0.0%","0.0%","0.0%","0.3%","99.7%","93.8%","1.6%","0.0%","1.8%","0.0%","0.8%","1.6%","0.0%","1.6%","(X)","","1,104","48.2%","51.8%"
"    Percent Margin of Error","","(X)","±1.5","±1.5","±1.5","±2.9","±1.2","±1.7","±1.7","±1.7","±1.7","±1.7","±1.3","±1.7","±0.7","±1.7","±0.4","±0.7","±1.7","±0.4","±1.7","±1.7","±1.7","±1.7","±1.7","±1.1","±1.5","±0.7","±1.7","±1.3","±1.7","","(X)","±2.3","±1.7","±1.7","±1.9","±1.7","±1.1","","(X)","±0.5","±1.7","±1.7","±1.7","±0.5","±0.5","±2.9","±1.2","±1.7","±1.3","±1.7","±1.1","±1.4","±1.7","±1.4","(X)","","(X)","±2.2","±2.2"
"Census Tract 4455, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,829","3,746","83","3,746","3,275","335","0","0","0","0","0","90","16","0","47","0","12","8","7","0","0","0","0","0","46","83","44","0","13","0","","3,829","3,358","405","26","103","0","46","","3,829","64","26","9","0","29","3,765","3,232","335","0","90","0","25","83","0","83","2,066","","2,891","1,276","1,615"
"    Margin of Error","","±44","±76","±67","±76","±204","±178","±10","±10","±10","±10","±10","±78","±19","±10","±69","±10","±17","±12","±11","±10","±10","±10","±10","±10","±42","±67","±58","±10","±19","±10","","±44","±202","±182","±31","±83","±10","±42","","±44","±49","±25","±13","±10","±32","±65","±202","±178","±10","±78","±10","±35","±67","±10","±67","±146","","±119","±108","±116"
"    Percent","","3,829","97.8%","2.2%","97.8%","85.5%","8.7%","0.0%","0.0%","0.0%","0.0%","0.0%","2.4%","0.4%","0.0%","1.2%","0.0%","0.3%","0.2%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","1.2%","2.2%","1.1%","0.0%","0.3%","0.0%","","3,829","87.7%","10.6%","0.7%","2.7%","0.0%","1.2%","","3,829","1.7%","0.7%","0.2%","0.0%","0.8%","98.3%","84.4%","8.7%","0.0%","2.4%","0.0%","0.7%","2.2%","0.0%","2.2%","(X)","","2,891","44.1%","55.9%"
"    Percent Margin of Error","","(X)","±1.8","±1.8","±1.8","±5.4","±4.7","±0.6","±0.6","±0.6","±0.6","±0.6","±2.0","±0.5","±0.6","±1.8","±0.6","±0.5","±0.3","±0.3","±0.6","±0.6","±0.6","±0.6","±0.6","±1.1","±1.8","±1.5","±0.6","±0.5","±0.6","","(X)","±5.3","±4.8","±0.8","±2.2","±0.6","±1.1","","(X)","±1.3","±0.7","±0.3","±0.6","±0.8","±1.3","±5.3","±4.7","±0.6","±2.0","±0.6","±0.9","±1.8","±0.6","±1.8","(X)","","(X)","±3.3","±3.3"
"Census Tract 4460, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,586","1,578","8","1,578","1,552","6","0","0","0","0","0","20","10","4","0","0","0","0","6","0","0","0","0","0","0","8","0","0","8","0","","1,586","1,560","6","0","28","0","0","","1,586","25","0","0","6","19","1,561","1,527","6","0","20","0","0","8","0","8","670","","1,098","531","567"
"    Margin of Error","","±58","±60","±10","±60","±66","±6","±10","±10","±10","±10","±10","±17","±14","±6","±10","±10","±10","±10","±7","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","","±58","±63","±6","±10","±23","±10","±10","","±58","±18","±10","±10","±8","±17","±57","±63","±6","±10","±17","±10","±10","±10","±10","±10","±25","","±56","±47","±38"
"    Percent","","1,586","99.5%","0.5%","99.5%","97.9%","0.4%","0.0%","0.0%","0.0%","0.0%","0.0%","1.3%","0.6%","0.3%","0.0%","0.0%","0.0%","0.0%","0.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.5%","0.0%","0.0%","0.5%","0.0%","","1,586","98.4%","0.4%","0.0%","1.8%","0.0%","0.0%","","1,586","1.6%","0.0%","0.0%","0.4%","1.2%","98.4%","96.3%","0.4%","0.0%","1.3%","0.0%","0.0%","0.5%","0.0%","0.5%","(X)","","1,098","48.4%","51.6%"
"    Percent Margin of Error","","(X)","±0.6","±0.6","±0.6","±1.5","±0.4","±1.6","±1.6","±1.6","±1.6","±1.6","±1.1","±0.9","±0.3","±1.6","±1.6","±1.6","±1.6","±0.4","±1.6","±1.6","±1.6","±1.6","±1.6","±1.6","±0.6","±1.6","±1.6","±0.6","±1.6","","(X)","±1.1","±0.4","±1.6","±1.4","±1.6","±1.6","","(X)","±1.1","±1.6","±1.6","±0.5","±1.1","±1.1","±1.6","±0.4","±1.6","±1.1","±1.6","±1.6","±0.6","±1.6","±0.6","(X)","","(X)","±2.9","±2.9"
"Census Tract 4470, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,602","1,584","18","1,584","1,492","45","0","0","0","0","0","31","23","3","0","0","5","0","0","0","0","0","0","0","16","18","3","2","13","0","","1,602","1,510","48","2","44","0","16","","1,602","26","0","8","3","15","1,576","1,477","45","0","31","0","5","18","0","18","659","","1,168","565","603"
"    Margin of Error","","±89","±89","±14","±89","±98","±27","±10","±10","±10","±10","±10","±24","±22","±4","±10","±10","±6","±10","±10","±10","±10","±10","±10","±10","±14","±14","±5","±3","±13","±10","","±89","±98","±28","±3","±27","±10","±14","","±89","±22","±10","±11","±4","±17","±89","±98","±27","±10","±24","±10","±8","±14","±10","±14","±27","","±72","±52","±47"
"    Percent","","1,602","98.9%","1.1%","98.9%","93.1%","2.8%","0.0%","0.0%","0.0%","0.0%","0.0%","1.9%","1.4%","0.2%","0.0%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.0%","1.1%","0.2%","0.1%","0.8%","0.0%","","1,602","94.3%","3.0%","0.1%","2.7%","0.0%","1.0%","","1,602","1.6%","0.0%","0.5%","0.2%","0.9%","98.4%","92.2%","2.8%","0.0%","1.9%","0.0%","0.3%","1.1%","0.0%","1.1%","(X)","","1,168","48.4%","51.6%"
"    Percent Margin of Error","","(X)","±0.9","±0.9","±0.9","±2.9","±1.7","±1.5","±1.5","±1.5","±1.5","±1.5","±1.5","±1.4","±0.3","±1.5","±1.5","±0.4","±1.5","±1.5","±1.5","±1.5","±1.5","±1.5","±1.5","±0.9","±0.9","±0.3","±0.2","±0.8","±1.5","","(X)","±2.8","±1.8","±0.2","±1.6","±1.5","±0.9","","(X)","±1.4","±1.5","±0.7","±0.2","±1.1","±1.4","±3.2","±1.7","±1.5","±1.5","±1.5","±0.5","±0.9","±1.5","±0.9","(X)","","(X)","±2.9","±2.9"
"Census Tract 4480, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,189","1,093","96","1,093","980","56","0","0","0","0","0","54","0","3","3","0","0","0","48","0","0","0","0","0","3","96","77","0","6","2","","1,189","1,067","146","6","60","0","10","","1,189","56","3","0","0","53","1,133","931","56","0","54","0","3","89","0","89","618","","934","453","481"
"    Margin of Error","","±80","±89","±50","±89","±108","±30","±10","±10","±10","±10","±10","±64","±10","±5","±5","±10","±10","±10","±67","±10","±10","±10","±10","±10","±5","±50","±52","±10","±6","±3","","±80","±94","±61","±9","±63","±10","±10","","±80","±71","±4","±10","±10","±70","±89","±95","±30","±10","±64","±10","±5","±53","±10","±53","±29","","±62","±45","±47"
"    Percent","","1,189","91.9%","8.1%","91.9%","82.4%","4.7%","0.0%","0.0%","0.0%","0.0%","0.0%","4.5%","0.0%","0.3%","0.3%","0.0%","0.0%","0.0%","4.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.3%","8.1%","6.5%","0.0%","0.5%","0.2%","","1,189","89.7%","12.3%","0.5%","5.0%","0.0%","0.8%","","1,189","4.7%","0.3%","0.0%","0.0%","4.5%","95.3%","78.3%","4.7%","0.0%","4.5%","0.0%","0.3%","7.5%","0.0%","7.5%","(X)","","934","48.5%","51.5%"
"    Percent Margin of Error","","(X)","±4.1","±4.1","±4.1","±7.1","±2.5","±2.1","±2.1","±2.1","±2.1","±2.1","±5.3","±2.1","±0.5","±0.4","±2.1","±2.1","±2.1","±5.5","±2.1","±2.1","±2.1","±2.1","±2.1","±0.4","±4.1","±4.3","±2.1","±0.5","±0.3","","(X)","±5.3","±5.1","±0.8","±5.2","±2.1","±0.8","","(X)","±5.8","±0.3","±2.1","±2.1","±5.8","±5.8","±7.0","±2.5","±2.1","±5.3","±2.1","±0.4","±4.4","±2.1","±4.4","(X)","","(X)","±3.6","±3.6"
"Census Tract 4490, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,589","2,493","96","2,493","2,434","36","0","0","0","0","0","23","23","0","0","0","0","0","0","0","0","0","0","0","0","96","35","34","27","0","","2,589","2,530","71","34","50","0","0","","2,589","86","33","0","12","41","2,503","2,361","25","0","23","0","0","94","0","94","1,119","","1,952","893","1,059"
"    Margin of Error","","±35","±62","±52","±62","±83","±30","±10","±10","±10","±10","±10","±35","±35","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±52","±24","±36","±29","±10","","±35","±58","±49","±36","±46","±10","±10","","±35","±63","±31","±10","±18","±57","±73","±99","±19","±10","±35","±10","±10","±52","±10","±52","±67","","±86","±71","±68"
"    Percent","","2,589","96.3%","3.7%","96.3%","94.0%","1.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.9%","0.9%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","3.7%","1.4%","1.3%","1.0%","0.0%","","2,589","97.7%","2.7%","1.3%","1.9%","0.0%","0.0%","","2,589","3.3%","1.3%","0.0%","0.5%","1.6%","96.7%","91.2%","1.0%","0.0%","0.9%","0.0%","0.0%","3.6%","0.0%","3.6%","(X)","","1,952","45.7%","54.3%"
"    Percent Margin of Error","","(X)","±2.0","±2.0","±2.0","±3.0","±1.2","±1.0","±1.0","±1.0","±1.0","±1.0","±1.3","±1.3","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±2.0","±0.9","±1.4","±1.1","±1.0","","(X)","±1.9","±1.9","±1.4","±1.8","±1.0","±1.0","","(X)","±2.4","±1.2","±1.0","±0.7","±2.2","±2.4","±3.6","±0.7","±1.0","±1.3","±1.0","±1.0","±2.0","±1.0","±2.0","(X)","","(X)","±2.8","±2.8"
"Census Tract 4507, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,973","2,807","166","2,807","2,219","572","0","0","0","0","0","7","0","7","0","0","0","0","0","0","0","0","0","0","9","166","100","0","0","0","","2,973","2,385","738","0","73","0","9","","2,973","31","9","0","0","22","2,942","2,188","572","0","7","0","9","166","0","166","1,749","","2,431","1,239","1,192"
"    Margin of Error","","±179","±225","±130","±225","±311","±285","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±16","±130","±101","±10","±10","±10","","±179","±262","±330","±10","±100","±10","±16","","±179","±36","±14","±10","±10","±33","±187","±312","±285","±10","±10","±10","±16","±130","±10","±130","±99","","±146","±144","±121"
"    Percent","","2,973","94.4%","5.6%","94.4%","74.6%","19.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.2%","0.0%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.3%","5.6%","3.4%","0.0%","0.0%","0.0%","","2,973","80.2%","24.8%","0.0%","2.5%","0.0%","0.3%","","2,973","1.0%","0.3%","0.0%","0.0%","0.7%","99.0%","73.6%","19.2%","0.0%","0.2%","0.0%","0.3%","5.6%","0.0%","5.6%","(X)","","2,431","51.0%","49.0%"
"    Percent Margin of Error","","(X)","±4.4","±4.4","±4.4","±10.4","±9.1","±0.8","±0.8","±0.8","±0.8","±0.8","±0.3","±0.8","±0.3","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.6","±4.4","±3.4","±0.8","±0.8","±0.8","","(X)","±9.0","±10.6","±0.8","±3.3","±0.8","±0.6","","(X)","±1.2","±0.5","±0.8","±0.8","±1.1","±1.2","±10.4","±9.1","±0.8","±0.3","±0.8","±0.6","±4.4","±0.8","±4.4","(X)","","(X)","±4.5","±4.5"
"Census Tract 4508, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,515","2,415","100","2,415","1,919","467","0","0","0","0","0","10","0","0","10","0","0","0","0","0","0","0","0","0","19","100","69","1","10","0","","2,515","2,003","552","1","20","0","39","","2,515","132","54","22","11","45","2,383","1,846","445","0","10","0","19","63","0","63","1,479","","1,908","954","954"
"    Margin of Error","","±178","±178","±61","±178","±196","±218","±10","±10","±10","±10","±10","±16","±10","±10","±16","±10","±10","±10","±10","±10","±10","±10","±10","±10","±27","±61","±54","±3","±17","±10","","±178","±217","±208","±3","±33","±10","±38","","±178","±98","±62","±35","±17","±57","±193","±201","±197","±10","±16","±10","±27","±51","±10","±51","±87","","±176","±138","±109"
"    Percent","","2,515","96.0%","4.0%","96.0%","76.3%","18.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.4%","0.0%","0.0%","0.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.8%","4.0%","2.7%","0.0%","0.4%","0.0%","","2,515","79.6%","21.9%","0.0%","0.8%","0.0%","1.6%","","2,515","5.2%","2.1%","0.9%","0.4%","1.8%","94.8%","73.4%","17.7%","0.0%","0.4%","0.0%","0.8%","2.5%","0.0%","2.5%","(X)","","1,908","50.0%","50.0%"
"    Percent Margin of Error","","(X)","±2.4","±2.4","±2.4","±7.2","±8.3","±1.0","±1.0","±1.0","±1.0","±1.0","±0.6","±1.0","±1.0","±0.6","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.0","±1.1","±2.4","±2.1","±0.1","±0.7","±1.0","","(X)","±7.9","±7.7","±0.1","±1.3","±1.0","±1.5","","(X)","±3.9","±2.5","±1.4","±0.7","±2.3","±3.9","±7.4","±7.4","±1.0","±0.6","±1.0","±1.1","±2.0","±1.0","±2.0","(X)","","(X)","±4.6","±4.6"
"Census Tract 4511.01, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,659","3,645","14","3,645","3,432","52","0","0","0","0","0","150","0","52","35","0","8","44","11","0","0","0","0","0","11","14","0","14","0","0","","3,659","3,446","52","14","150","0","11","","3,659","44","4","5","0","35","3,615","3,388","52","0","150","0","11","14","0","14","1,535","","2,826","1,401","1,425"
