"Label","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Percent Margin of Error","","(X)","±2.6","±2.6","±2.6","±3.7","±2.3","±1.5","±1.5","±1.5","±1.5","±1.5","±0.5","±1.5","±1.5","±0.5","±1.5","±1.5","±1.5","±1.5","±0.7","±0.7","±1.5","±1.5","±1.5","±1.5","±2.6","±1.4","±1.9","±1.5","±1.5","","(X)","±2.5","±2.9","±2.0","±0.7","±0.7","±1.5","","(X)","±3.6","±1.5","±1.5","±0.5","±3.5","±3.6","±5.1","±2.3","±1.5","±0.5","±0.7","±1.5","±2.6","±1.5","±2.6","(X)","","(X)","±3.6","±3.6"
"Census Tract 4011, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,713","4,647","66","4,647","4,482","70","0","0","0","0","0","95","36","59","0","0","0","0","0","0","0","0","0","0","0","66","66","0","0","0","","4,713","4,548","136","0","95","0","0","","4,713","11","0","11","0","0","4,702","4,482","59","0","95","0","0","66","0","66","2,171","","3,790","1,769","2,021"
"    Margin of Error","","±248","±252","±107","±252","±272","±91","±10","±10","±10","±10","±10","±114","±56","±97","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±107","±107","±10","±10","±10","","±248","±269","±133","±10","±114","±10","±10","","±248","±17","±10","±17","±10","±10","±250","±272","±88","±10","±114","±10","±10","±107","±10","±107","±85","","±208","±193","±171"
"    Percent","","4,713","98.6%","1.4%","98.6%","95.1%","1.5%","0.0%","0.0%","0.0%","0.0%","0.0%","2.0%","0.8%","1.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.4%","1.4%","0.0%","0.0%","0.0%","","4,713","96.5%","2.9%","0.0%","2.0%","0.0%","0.0%","","4,713","0.2%","0.0%","0.2%","0.0%","0.0%","99.8%","95.1%","1.3%","0.0%","2.0%","0.0%","0.0%","1.4%","0.0%","1.4%","(X)","","3,790","46.7%","53.3%"
"    Percent Margin of Error","","(X)","±2.3","±2.3","±2.3","±3.7","±1.9","±0.5","±0.5","±0.5","±0.5","±0.5","±2.4","±1.2","±2.1","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±2.3","±2.3","±0.5","±0.5","±0.5","","(X)","±3.0","±2.8","±0.5","±2.4","±0.5","±0.5","","(X)","±0.4","±0.5","±0.4","±0.5","±0.5","±0.4","±3.7","±1.9","±0.5","±2.4","±0.5","±0.5","±2.3","±0.5","±2.3","(X)","","(X)","±4.0","±4.0"
"Census Tract 4012, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,883","2,540","343","2,540","2,259","226","15","0","0","0","0","23","15","0","0","8","0","0","0","0","0","0","0","0","17","343","259","0","0","0","","2,883","2,602","569","86","63","0","17","","2,883","36","0","36","0","0","2,847","2,249","226","15","23","0","0","334","0","334","1,689","","2,220","1,006","1,214"
"    Margin of Error","","±201","±265","±213","±265","±238","±221","±22","±10","±10","±10","±10","±28","±24","±10","±10","±14","±10","±10","±10","±10","±10","±10","±10","±10","±28","±213","±212","±10","±10","±10","","±201","±286","±198","±73","±74","±10","±28","","±201","±36","±10","±36","±10","±10","±196","±237","±221","±22","±28","±10","±10","±211","±10","±211","±73","","±155","±132","±121"
"    Percent","","2,883","88.1%","11.9%","88.1%","78.4%","7.8%","0.5%","0.0%","0.0%","0.0%","0.0%","0.8%","0.5%","0.0%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.6%","11.9%","9.0%","0.0%","0.0%","0.0%","","2,883","90.3%","19.7%","3.0%","2.2%","0.0%","0.6%","","2,883","1.2%","0.0%","1.2%","0.0%","0.0%","98.8%","78.0%","7.8%","0.5%","0.8%","0.0%","0.0%","11.6%","0.0%","11.6%","(X)","","2,220","45.3%","54.7%"
"    Percent Margin of Error","","(X)","±7.3","±7.3","±7.3","±6.8","±7.7","±0.8","±0.9","±0.9","±0.9","±0.9","±1.0","±0.8","±0.9","±0.9","±0.5","±0.9","±0.9","±0.9","±0.9","±0.9","±0.9","±0.9","±0.9","±1.0","±7.3","±7.2","±0.9","±0.9","±0.9","","(X)","±7.9","±6.7","±2.6","±2.6","±0.9","±1.0","","(X)","±1.2","±0.9","±1.2","±0.9","±0.9","±1.2","±6.9","±7.7","±0.8","±1.0","±0.9","±0.9","±7.2","±0.9","±7.2","(X)","","(X)","±4.6","±4.6"
"Census Tract 4013, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,745","2,669","76","2,669","2,573","30","0","0","0","0","0","61","4","0","9","0","0","35","13","0","0","0","0","0","5","76","52","0","24","0","","2,745","2,649","82","0","85","0","5","","2,745","76","0","46","0","30","2,669","2,502","30","0","61","0","0","76","0","76","1,202","","2,263","984","1,279"
"    Margin of Error","","±135","±134","±73","±134","±149","±32","±10","±10","±10","±10","±10","±60","±7","±10","±14","±10","±10","±52","±20","±10","±10","±10","±10","±10","±10","±73","±65","±10","±37","±10","","±135","±146","±72","±10","±83","±10","±10","","±135","±72","±10","±63","±10","±39","±138","±143","±32","±10","±60","±10","±10","±73","±10","±73","±47","","±117","±93","±84"
"    Percent","","2,745","97.2%","2.8%","97.2%","93.7%","1.1%","0.0%","0.0%","0.0%","0.0%","0.0%","2.2%","0.1%","0.0%","0.3%","0.0%","0.0%","1.3%","0.5%","0.0%","0.0%","0.0%","0.0%","0.0%","0.2%","2.8%","1.9%","0.0%","0.9%","0.0%","","2,745","96.5%","3.0%","0.0%","3.1%","0.0%","0.2%","","2,745","2.8%","0.0%","1.7%","0.0%","1.1%","97.2%","91.1%","1.1%","0.0%","2.2%","0.0%","0.0%","2.8%","0.0%","2.8%","(X)","","2,263","43.5%","56.5%"
"    Percent Margin of Error","","(X)","±2.6","±2.6","±2.6","±3.8","±1.2","±0.9","±0.9","±0.9","±0.9","±0.9","±2.2","±0.2","±0.9","±0.5","±0.9","±0.9","±1.9","±0.7","±0.9","±0.9","±0.9","±0.9","±0.9","±0.4","±2.6","±2.4","±0.9","±1.3","±0.9","","(X)","±2.5","±2.6","±0.9","±3.0","±0.9","±0.4","","(X)","±2.6","±0.9","±2.3","±0.9","±1.4","±2.6","±4.1","±1.2","±0.9","±2.2","±0.9","±0.9","±2.6","±0.9","±2.6","(X)","","(X)","±3.0","±3.0"
"Census Tract 4020, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,175","3,170","5","3,170","3,037","116","0","0","0","0","0","17","0","0","17","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","","3,175","3,042","116","5","17","0","0","","3,175","32","32","0","0","0","3,143","3,005","116","0","17","0","0","5","0","5","1,721","","2,519","1,161","1,358"
"    Margin of Error","","±19","±23","±10","±23","±78","±65","±10","±10","±10","±10","±10","±27","±10","±10","±27","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","","±19","±76","±65","±10","±27","±10","±10","","±19","±34","±34","±10","±10","±10","±34","±81","±65","±10","±27","±10","±10","±10","±10","±10","±146","","±72","±118","±106"
"    Percent","","3,175","99.8%","0.2%","99.8%","95.7%","3.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.5%","0.0%","0.0%","0.5%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.2%","0.0%","0.2%","0.0%","0.0%","","3,175","95.8%","3.7%","0.2%","0.5%","0.0%","0.0%","","3,175","1.0%","1.0%","0.0%","0.0%","0.0%","99.0%","94.6%","3.7%","0.0%","0.5%","0.0%","0.0%","0.2%","0.0%","0.2%","(X)","","2,519","46.1%","53.9%"
"    Percent Margin of Error","","(X)","±0.3","±0.3","±0.3","±2.4","±2.1","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.8","±0.3","±0.8","±0.3","±0.8","±0.8","","(X)","±2.3","±2.1","±0.3","±0.8","±0.8","±0.8","","(X)","±1.1","±1.1","±0.8","±0.8","±0.8","±1.1","±2.5","±2.1","±0.8","±0.8","±0.8","±0.8","±0.3","±0.8","±0.3","(X)","","(X)","±4.2","±4.2"
"Census Tract 4035, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,413","4,209","204","4,209","3,740","469","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","121","83","0","0","","4,413","3,944","590","83","0","0","0","","4,413","73","0","19","0","54","4,340","3,667","469","0","0","0","0","204","0","204","2,401","","3,518","1,756","1,762"
"    Margin of Error","","±28","±252","±248","±252","±305","±87","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±248","±147","±107","±10","±10","","±28","±91","±209","±107","±10","±10","±10","","±28","±76","±10","±33","±10","±68","±81","±309","±87","±10","±10","±10","±10","±248","±10","±248","±206","","±261","±233","±242"
"    Percent","","4,413","95.4%","4.6%","95.4%","84.7%","10.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","4.6%","2.7%","1.9%","0.0%","0.0%","","4,413","89.4%","13.4%","1.9%","0.0%","0.0%","0.0%","","4,413","1.7%","0.0%","0.4%","0.0%","1.2%","98.3%","83.1%","10.6%","0.0%","0.0%","0.0%","0.0%","4.6%","0.0%","4.6%","(X)","","3,518","49.9%","50.1%"
"    Percent Margin of Error","","(X)","±5.6","±5.6","±5.6","±6.8","±2.0","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±0.6","±5.6","±3.3","±2.4","±0.6","±0.6","","(X)","±2.0","±4.7","±2.4","±0.6","±0.6","±0.6","","(X)","±1.7","±0.6","±0.8","±0.6","±1.5","±1.7","±6.9","±2.0","±0.6","±0.6","±0.6","±0.6","±5.6","±0.6","±5.6","(X)","","(X)","±5.6","±5.6"
"Census Tract 4040, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,449","1,418","31","1,418","1,397","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","14","9","2","0","","1,449","1,428","35","9","2","0","6","","1,449","9","3","6","0","0","1,440","1,394","21","0","0","0","0","25","0","25","799","","1,115","578","537"
"    Margin of Error","","±101","±100","±21","±100","±99","±35","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±21","±14","±14","±3","±10","","±101","±101","±41","±14","±3","±10","±8","","±101","±9","±4","±8","±10","±10","±101","±99","±35","±10","±10","±10","±10","±18","±10","±18","±35","","±81","±73","±57"
"    Percent","","1,449","97.9%","2.1%","97.9%","96.4%","1.4%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","2.1%","1.0%","0.6%","0.1%","0.0%","","1,449","98.6%","2.4%","0.6%","0.1%","0.0%","0.4%","","1,449","0.6%","0.2%","0.4%","0.0%","0.0%","99.4%","96.2%","1.4%","0.0%","0.0%","0.0%","0.0%","1.7%","0.0%","1.7%","(X)","","1,115","51.8%","48.2%"
"    Percent Margin of Error","","(X)","±1.5","±1.5","±1.5","±2.6","±2.4","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.7","±1.5","±1.0","±1.0","±0.2","±1.7","","(X)","±2.4","±2.8","±1.0","±0.2","±1.7","±0.6","","(X)","±0.6","±0.3","±0.6","±1.7","±1.7","±0.6","±2.6","±2.4","±1.7","±1.7","±1.7","±1.7","±1.2","±1.7","±1.2","(X)","","(X)","±4.6","±4.6"
"Census Tract 4050, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,123","1,118","5","1,118","1,118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","","1,123","1,123","5","0","0","0","0","","1,123","5","5","0","0","0","1,118","1,118","0","0","0","0","0","0","0","0","548","","932","476","456"
"    Margin of Error","","±76","±75","±6","±75","±75","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±6","±6","±10","±10","±10","","±76","±76","±6","±10","±10","±10","±10","","±76","±6","±6","±10","±10","±10","±75","±75","±10","±10","±10","±10","±10","±10","±10","±10","±23","","±67","±48","±46"
"    Percent","","1,123","99.6%","0.4%","99.6%","99.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.4%","0.4%","0.0%","0.0%","0.0%","","1,123","100.0%","0.4%","0.0%","0.0%","0.0%","0.0%","","1,123","0.4%","0.4%","0.0%","0.0%","0.0%","99.6%","99.6%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","932","51.1%","48.9%"
"    Percent Margin of Error","","(X)","±0.5","±0.5","±0.5","±0.5","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±0.5","±0.5","±2.2","±2.2","±2.2","","(X)","±2.2","±0.5","±2.2","±2.2","±2.2","±2.2","","(X)","±0.5","±0.5","±2.2","±2.2","±2.2","±0.5","±0.5","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","±2.2","(X)","","(X)","±3.6","±3.6"
"Census Tract 4060, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,329","2,316","13","2,316","2,298","0","6","0","0","0","0","0","0","0","0","0","0","0","0","6","0","6","0","0","6","13","0","0","0","0","","2,329","2,311","0","6","0","6","19","","2,329","25","19","0","0","6","2,304","2,298","0","6","0","0","0","0","0","0","1,059","","1,945","1,001","944"
"    Margin of Error","","±120","±120","±20","±120","±122","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±10","±9","±10","±9","±10","±10","±9","±20","±10","±10","±10","±10","","±120","±121","±10","±10","±10","±9","±29","","±120","±31","±29","±10","±10","±9","±122","±122","±10","±10","±10","±10","±10","±10","±10","±10","±35","","±108","±71","±71"
"    Percent","","2,329","99.4%","0.6%","99.4%","98.7%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.3%","0.0%","0.3%","0.0%","0.0%","0.3%","0.6%","0.0%","0.0%","0.0%","0.0%","","2,329","99.2%","0.0%","0.3%","0.0%","0.3%","0.8%","","2,329","1.1%","0.8%","0.0%","0.0%","0.3%","98.9%","98.7%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","1,945","51.5%","48.5%"
"    Percent Margin of Error","","(X)","±0.8","±0.8","±0.8","±1.3","±1.1","±0.4","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","±0.4","±1.1","±0.4","±1.1","±1.1","±0.4","±0.8","±1.1","±1.1","±1.1","±1.1","","(X)","±0.7","±1.1","±0.4","±1.1","±0.4","±1.2","","(X)","±1.3","±1.2","±1.1","±1.1","±0.4","±1.3","±1.3","±1.1","±0.4","±1.1","±1.1","±1.1","±1.1","±1.1","±1.1","(X)","","(X)","±2.4","±2.4"
"Census Tract 4070.01, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,554","5,554","0","5,554","5,511","5","0","0","0","0","0","38","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","5,554","5,511","5","0","38","0","0","","5,554","17","0","0","0","17","5,537","5,494","5","0","38","0","0","0","0","0","2,533","","4,552","2,287","2,265"
"    Margin of Error","","±246","±246","±15","±246","±256","±6","±15","±15","±15","±15","±15","±60","±60","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","","±246","±256","±6","±15","±60","±15","±15","","±246","±29","±15","±15","±15","±29","±245","±255","±6","±15","±60","±15","±15","±15","±15","±15","±146","","±204","±172","±153"
"    Percent","","5,554","100.0%","0.0%","100.0%","99.2%","0.1%","0.0%","0.0%","0.0%","0.0%","0.0%","0.7%","0.7%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","","5,554","99.2%","0.1%","0.0%","0.7%","0.0%","0.0%","","5,554","0.3%","0.0%","0.0%","0.0%","0.3%","99.7%","98.9%","0.1%","0.0%","0.7%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","4,552","50.2%","49.8%"
"    Percent Margin of Error","","(X)","±0.4","±0.4","±0.4","±1.1","±0.1","±0.4","±0.4","±0.4","±0.4","±0.4","±1.1","±1.1","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","","(X)","±1.1","±0.1","±0.4","±1.1","±0.4","±0.4","","(X)","±0.5","±0.4","±0.4","±0.4","±0.5","±0.5","±1.2","±0.1","±0.4","±1.1","±0.4","±0.4","±0.4","±0.4","±0.4","(X)","","(X)","±2.8","±2.8"
"Census Tract 4070.02, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,383","6,295","88","6,295","6,217","59","0","0","0","0","0","19","0","0","0","0","19","0","0","0","0","0","0","0","0","88","64","24","0","0","","6,383","6,305","123","24","19","0","0","","6,383","68","0","30","19","19","6,315","6,168","59","0","0","0","0","88","0","88","2,993","","5,264","2,439","2,825"
"    Margin of Error","","±245","±249","±86","±249","±253","±44","±15","±15","±15","±15","±15","±32","±15","±15","±15","±15","±32","±15","±15","±15","±15","±15","±15","±15","±15","±86","±78","±33","±15","±15","","±245","±249","±88","±33","±32","±15","±15","","±245","±48","±15","±36","±32","±29","±248","±255","±44","±15","±15","±15","±15","±86","±15","±86","±134","","±220","±161","±222"
"    Percent","","6,383","98.6%","1.4%","98.6%","97.4%","0.9%","0.0%","0.0%","0.0%","0.0%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","1.4%","1.0%","0.4%","0.0%","0.0%","","6,383","98.8%","1.9%","0.4%","0.3%","0.0%","0.0%","","6,383","1.1%","0.0%","0.5%","0.3%","0.3%","98.9%","96.6%","0.9%","0.0%","0.0%","0.0%","0.0%","1.4%","0.0%","1.4%","(X)","","5,264","46.3%","53.7%"
"    Percent Margin of Error","","(X)","±1.3","±1.3","±1.3","±1.6","±0.7","±0.4","±0.4","±0.4","±0.4","±0.4","±0.5","±0.4","±0.4","±0.4","±0.4","±0.5","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±1.3","±1.2","±0.5","±0.4","±0.4","","(X)","±0.9","±1.4","±0.5","±0.5","±0.4","±0.4","","(X)","±0.8","±0.4","±0.6","±0.5","±0.5","±0.8","±1.8","±0.7","±0.4","±0.4","±0.4","±0.4","±1.3","±0.4","±1.3","(X)","","(X)","±3.0","±3.0"
"Census Tract 4080.01, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,540","5,492","48","5,492","5,319","18","0","0","0","0","0","155","139","6","0","0","10","0","0","0","0","0","0","0","0","48","11","0","37","0","","5,540","5,367","29","0","192","0","0","","5,540","81","0","56","0","25","5,459","5,310","4","0","145","0","0","0","0","0","2,167","","4,051","1,732","2,319"
"    Margin of Error","","±345","±347","±62","±347","±385","±23","±15","±15","±15","±15","±15","±123","±115","±30","±15","±15","±17","±15","±15","±15","±15","±15","±15","±15","±15","±62","±17","±15","±59","±15","","±345","±379","±39","±15","±146","±15","±15","","±345","±89","±15","±79","±15","±39","±356","±390","±6","±15","±120","±15","±15","±15","±15","±15","±116","","±397","±189","±496"
"    Percent","","5,540","99.1%","0.9%","99.1%","96.0%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","2.8%","2.5%","0.1%","0.0%","0.0%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.9%","0.2%","0.0%","0.7%","0.0%","","5,540","96.9%","0.5%","0.0%","3.5%","0.0%","0.0%","","5,540","1.5%","0.0%","1.0%","0.0%","0.5%","98.5%","95.8%","0.1%","0.0%","2.6%","0.0%","0.0%","0.0%","0.0%","0.0%","(X)","","4,051","42.8%","57.2%"
"    Percent Margin of Error","","(X)","±1.1","±1.1","±1.1","±2.7","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±2.2","±2.1","±0.5","±0.4","±0.4","±0.3","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±0.4","±1.1","±0.3","±0.4","±1.1","±0.4","","(X)","±2.3","±0.7","±0.4","±2.7","±0.4","±0.4","","(X)","±1.6","±0.4","±1.4","±0.4","±0.7","±1.6","±2.8","±0.1","±0.4","±2.2","±0.4","±0.4","±0.4","±0.4","±0.4","(X)","","(X)","±7.3","±7.3"
"Census Tract 4080.02, Allegheny County, Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,908","5,807","101","5,807","5,737","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","101","92","0","9","0","","5,908","5,838","132","0","9","0","30","","5,908","194","156","38","0","0","5,714","5,611","40","0","0","0","0","63","0","63","2,230","","4,399","2,037","2,362"
"    Margin of Error","","±344","±363","±87","±363","±388","±47","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±15","±47","±87","±86","±15","±15","±15","","±344","±362","±125","±15","±15","±15","±47","","±344","±169","±157","±60","±15","±15","±367","±385","±47","±15","±15","±15","±15","±65","±15","±65","±137","","±302","±187","±196"
